
 displacements (vx,vy,vz) for set ALLNODESTOPOOPTI and time  0.1000000E+01

         1  0.000000E+00  0.000000E+00  0.000000E+00
         2  0.000000E+00  0.000000E+00  0.000000E+00
         3  0.000000E+00  0.000000E+00  0.000000E+00
         4  0.000000E+00  0.000000E+00  0.000000E+00
         5  0.000000E+00  0.000000E+00  0.000000E+00
         6  0.000000E+00  0.000000E+00  0.000000E+00
         7  0.000000E+00  0.000000E+00  0.000000E+00
         8  0.000000E+00  0.000000E+00  0.000000E+00
         9  0.000000E+00  0.000000E+00  0.000000E+00
        10  0.000000E+00  0.000000E+00  0.000000E+00
        11  0.000000E+00  0.000000E+00  0.000000E+00
        12  0.000000E+00  0.000000E+00  0.000000E+00
        13  0.000000E+00  0.000000E+00  0.000000E+00
        14  0.000000E+00  0.000000E+00  0.000000E+00
        15  0.000000E+00  0.000000E+00  0.000000E+00
        16  0.000000E+00  0.000000E+00  0.000000E+00
        17  0.000000E+00  0.000000E+00  0.000000E+00
        18  0.000000E+00  0.000000E+00  0.000000E+00
        19  0.000000E+00  0.000000E+00  0.000000E+00
        20  0.000000E+00  0.000000E+00  0.000000E+00
        21  0.000000E+00  0.000000E+00  0.000000E+00
        22  0.000000E+00  0.000000E+00  0.000000E+00
        23  0.000000E+00  0.000000E+00  0.000000E+00
        24  0.000000E+00  0.000000E+00  0.000000E+00
        25  0.000000E+00  0.000000E+00  0.000000E+00
        26  3.803888E-02  1.005239E-01 -1.000140E-03
        27  1.379636E-01  1.985133E-01 -2.849529E-03
        28  3.013841E-01  2.715416E-01  4.735172E-03
        29  4.987811E-01  3.401281E-01  1.205574E-03
        30  7.280430E-01  4.120996E-01  3.902877E-03
        31  9.924678E-01  4.862532E-01  3.402810E-03
        32  1.455616E+00  5.970280E-01  4.716937E-03
        33  1.807935E+00  6.677014E-01  4.240930E-03
        34  2.195114E+00  7.348021E-01  5.867166E-03
        35  2.615455E+00  7.933352E-01  2.449676E-03
        36  3.064664E+00  8.373809E-01  4.388252E-03
        37  3.534681E+00  8.644886E-01 -1.074525E-03
        38  4.018039E+00  8.781671E-01 -5.560434E-04
        39  4.520967E+00  8.762681E-01  2.371936E-03
        40  5.040983E+00  8.615172E-01 -5.931644E-03
        41  5.573717E+00  8.268400E-01 -1.941858E-02
        42  6.112943E+00  8.136667E-01 -1.207848E-02
        43  6.629828E+00  7.855430E-01 -1.658264E-02
        44  7.485303E+00  7.455581E-01 -1.192292E-03
        45  8.068065E+00  7.054128E-01 -1.099744E-03
        46  8.670210E+00  6.454014E-01 -1.708787E-03
        47  9.291232E+00  5.635888E-01 -1.473520E-03
        48  9.938880E+00  4.492479E-01 -2.310183E-03
        49  1.067882E+01  2.326549E-01 -2.895372E-02
        50  1.085688E+01  4.277128E-01 -9.987472E-02
        51  1.099658E+01  8.591047E-01 -1.001510E-01
        52  1.154801E+01  9.121364E-01  4.647322E-02
        53  1.233801E+01  1.033929E+00 -1.172136E-01
        54  1.350746E+01  6.824898E-01 -9.311721E-02
        55  1.498935E+01 -6.994350E-01 -4.084073E-02
        56  1.634361E+01 -5.529555E+00 -4.192498E-03
        57  1.601546E+01 -9.871424E+00  4.479511E-02
        58  1.465474E+01 -1.434740E+01  1.215876E-01
        59  1.253327E+01 -1.841673E+01  1.347540E-01
        60  9.963179E+00 -2.184411E+01  1.628089E-01
        61  7.193509E+00 -2.447348E+01  1.794098E-01
        62  4.431721E+00 -2.628372E+01  1.691251E-01
        63  1.816971E+00 -2.732697E+01  1.589735E-01
        64 -5.316470E-01 -2.773445E+01  1.324815E-01
        65 -2.512929E+00 -2.759030E+01  1.078869E-01
        66 -4.130461E+00 -2.706518E+01  8.903054E-02
        67 -5.393477E+00 -2.627832E+01  6.791994E-02
        68 -6.665891E+00 -2.484445E+01  3.891002E-02
        69 -7.167464E+00 -2.384873E+01  2.375957E-02
        70 -7.430740E+00 -2.289820E+01  9.773146E-03
        71 -7.515258E+00 -2.207660E+01  1.596110E-03
        72 -7.511156E+00 -2.139751E+01 -1.427069E-03
        73 -7.503003E+00 -2.080929E+01  3.454986E-04
        74 -6.935836E+00 -2.081765E+01 -1.129190E-03
        75 -6.459440E+00 -2.082087E+01  1.732437E-03
        76 -6.118643E+00 -2.073542E+01  1.003377E-02
        77 -5.884457E+00 -2.048097E+01  2.214602E-02
        78 -5.669675E+00 -2.000543E+01  3.702161E-02
        79 -5.376163E+00 -1.930339E+01  5.123416E-02
        80 -4.578700E+00 -1.785835E+01  6.309651E-02
        81 -3.694136E+00 -1.671826E+01  6.883806E-02
        82 -2.429833E+00 -1.549602E+01  7.129662E-02
        83 -7.367581E-01 -1.428559E+01  6.536207E-02
        84  1.384490E+00 -1.321093E+01  5.538827E-02
        85  3.925060E+00 -1.240412E+01  1.964227E-02
        86  6.813995E+00 -1.200461E+01 -1.474225E-02
        87  9.943382E+00 -1.215810E+01 -6.860277E-02
        88  1.316141E+01 -1.299000E+01 -1.366597E-01
        89  1.625759E+01 -1.462455E+01 -2.383703E-01
